tot_purch_amt,sale_month,cty_twnshp_nme,crv_nbr,df.sale_year,dates,quarter
522500,10,Minneapolis,581256,2016,2017-06-12,Q2-2017
139900,10,St. Paul,581262,2016,2016-12-19,Q4-2016
195000,10,Minneapolis,581298,2016,2017-06-12,Q2-2017
105900,10,Minneapolis,581333,2016,2016-11-10,Q4-2016
146000,10,Minneapolis,581368,2016,2017-06-02,Q2-2017
179400,10,Minneapolis,581392,2016,2017-02-10,Q1-2017
129000,10,St. Paul,581399,2016,2016-12-19,Q4-2016
176900,10,Minneapolis,581409,2016,2017-06-13,Q2-2017
110000,10,Minneapolis,581425,2016,2016-11-10,Q4-2016
199900,10,Minneapolis,581465,2016,2017-02-10,Q1-2017
850000,10,Minneapolis,581480,2016,2017-03-09,Q1-2017
233500,10,St. Paul,581508,2016,2016-12-19,Q4-2016
150000,10,St. Paul,581543,2016,2017-04-14,Q2-2017
168000,10,St. Paul,581544,2016,2017-04-24,Q2-2017
220000,10,Minneapolis,581567,2016,2017-06-13,Q2-2017
415000,10,Minneapolis,581577,2016,2017-06-02,Q2-2017
120000,10,St. Paul,581600,2016,2017-04-18,Q2-2017
75000,10,St. Paul,581606,2016,2016-11-29,Q4-2016
170000,10,Minneapolis,581664,2016,2017-06-02,Q2-2017
170000,10,St. Paul,581673,2016,2017-04-24,Q2-2017
221000,10,St. Paul,581675,2016,2016-12-19,Q4-2016
298000,10,Minneapolis,581690,2016,2017-02-28,Q1-2017
985000,10,Minneapolis,581705,2016,2017-06-02,Q2-2017
440000,10,Minneapolis,581710,2016,2017-06-02,Q2-2017
385000,10,Minneapolis,581722,2016,2017-06-13,Q2-2017
199900,10,Minneapolis,581740,2016,2017-02-10,Q1-2017
123497,10,St. Paul,581760,2016,2016-12-19,Q4-2016
2.00E+05,10,St. Paul,581777,2016,2017-04-14,Q2-2017
278000,10,Minneapolis,581780,2016,2017-02-28,Q1-2017
348000,10,Minneapolis,581782,2016,2017-11-06,Q4-2017
415000,10,Minneapolis,581802,2016,2017-06-29,Q2-2017
286500,10,Minneapolis,581810,2016,2017-06-02,Q2-2017
180000,10,Minneapolis,581847,2016,2017-06-02,Q2-2017
330000,10,St. Paul,581854,2016,2016-11-10,Q4-2016
264900,10,Minneapolis,581868,2016,2017-02-28,Q1-2017
15000,10,Minneapolis,581935,2016,2017-06-13,Q2-2017
3.00E+05,10,Minneapolis,581937,2016,2017-06-22,Q2-2017
250000,10,Minneapolis,581958,2016,2017-06-29,Q2-2017
161000,10,Minneapolis,581980,2016,2017-06-02,Q2-2017
79900,10,St. Paul,581983,2016,2016-12-14,Q4-2016
350000,10,Minneapolis,582012,2016,2017-02-28,Q1-2017
565000,10,Minneapolis,582033,2016,2017-03-10,Q1-2017
285000,10,Minneapolis,582049,2016,2017-06-02,Q2-2017
195000,10,Minneapolis,582053,2016,2017-06-13,Q2-2017
241000,10,Minneapolis,582060,2016,2017-06-02,Q2-2017
136000,10,St. Paul,582075,2016,2016-12-19,Q4-2016
320000,10,Minneapolis,582088,2016,2017-06-29,Q2-2017
169000,10,Minneapolis,582093,2016,2017-06-02,Q2-2017
138400,10,Minneapolis,582112,2016,2017-06-02,Q2-2017
147000,10,St. Paul,582148,2016,2016-12-19,Q4-2016
244200,10,Minneapolis,582172,2016,2017-06-29,Q2-2017
186000,10,St. Paul,582179,2016,2016-12-19,Q4-2016
120000,10,Minneapolis,582193,2016,2017-10-13,Q4-2017
305000,10,St. Paul,582214,2016,2016-11-10,Q4-2016
245900,10,Minneapolis,582224,2016,2017-06-02,Q2-2017
139900,10,St. Paul,582241,2016,2017-03-31,Q1-2017
551000,10,Minneapolis,582246,2016,2017-06-02,Q2-2017
299500,10,Minneapolis,582273,2016,2017-06-29,Q2-2017
230000,10,Minneapolis,582313,2016,2017-06-02,Q2-2017
270000,10,Minneapolis,582335,2016,2017-06-02,Q2-2017
335000,10,Minneapolis,582370,2016,2017-02-10,Q1-2017
331000,10,St. Paul,582378,2016,2017-06-19,Q2-2017
176000,10,St. Paul,582398,2016,2016-12-19,Q4-2016
158041,10,Minneapolis,582419,2016,2017-02-28,Q1-2017
197000,10,Minneapolis,582425,2016,2017-06-02,Q2-2017
283000,10,Minneapolis,582432,2016,2017-06-02,Q2-2017
213900,10,St. Paul,582439,2016,2016-11-29,Q4-2016
199000,10,St. Paul,582446,2016,2016-11-04,Q4-2016
85900,10,Minneapolis,582460,2016,2017-02-28,Q1-2017
390000,10,St. Paul,582488,2016,2017-01-24,Q1-2017
289900,10,Minneapolis,582491,2016,2017-06-02,Q2-2017
373000,10,St. Paul,582500,2016,2016-11-29,Q4-2016
92000,10,Minneapolis,582550,2016,2017-06-02,Q2-2017
197900,10,St. Paul,582568,2016,2017-03-31,Q1-2017
133100,10,St. Paul,582574,2016,2016-11-29,Q4-2016
158900,10,Minneapolis,582575,2016,2017-06-29,Q2-2017
614500,10,Minneapolis,582580,2016,2017-06-29,Q2-2017
137000,10,Minneapolis,582591,2016,2017-06-30,Q2-2017
185000,10,St. Paul,582598,2016,2016-11-07,Q4-2016
310000,10,Minneapolis,582626,2016,2017-06-02,Q2-2017
243416,10,St. Paul,582649,2016,2016-11-29,Q4-2016
239450,10,Minneapolis,582661,2016,2017-06-02,Q2-2017
147500,10,St. Paul,582692,2016,2017-04-24,Q2-2017
2.00E+05,10,St. Paul,582700,2016,2017-04-14,Q2-2017
247000,10,Minneapolis,582747,2016,2017-06-29,Q2-2017
562500,10,Minneapolis,582756,2016,2017-06-02,Q2-2017
202000,10,Minneapolis,582762,2016,2017-02-28,Q1-2017
255000,10,Minneapolis,582775,2016,2017-06-30,Q2-2017
460000,10,St. Paul,582777,2016,2016-12-19,Q4-2016
269900,10,Minneapolis,582789,2016,2017-06-30,Q2-2017
438600,10,Minneapolis,582794,2016,2016-12-02,Q4-2016
355000,10,Minneapolis,582802,2016,2017-06-02,Q2-2017
257500,10,St. Paul,582805,2016,2016-12-19,Q4-2016
160000,10,St. Paul,582808,2016,2016-11-10,Q4-2016
150000,10,St. Paul,582820,2016,2017-07-11,Q3-2017
140112,10,St. Paul,582854,2016,2017-03-31,Q1-2017
185000,10,Minneapolis,582866,2016,2017-06-29,Q2-2017
164900,10,Minneapolis,582867,2016,2017-06-02,Q2-2017
338500,10,Minneapolis,582874,2016,2017-02-28,Q1-2017
81000,10,Minneapolis,582876,2016,2017-06-02,Q2-2017
175000,10,Minneapolis,582884,2016,2017-06-29,Q2-2017
199900,10,St. Paul,582905,2016,2016-11-29,Q4-2016
269900,10,Minneapolis,582908,2016,2017-06-02,Q2-2017
174900,10,St. Paul,582935,2016,2016-11-29,Q4-2016
232500,10,Minneapolis,582946,2016,2017-06-02,Q2-2017
309000,10,St. Paul,582970,2016,2017-06-19,Q2-2017
205000,10,Minneapolis,582975,2016,2017-02-28,Q1-2017
140000,10,St. Paul,582983,2016,2016-11-29,Q4-2016
475000,10,St. Paul,583025,2016,2016-12-19,Q4-2016
245000,10,Minneapolis,583027,2016,2017-06-02,Q2-2017
225000,10,St. Paul,583032,2016,2016-11-29,Q4-2016
120500,10,St. Paul,583035,2016,2017-04-26,Q2-2017
241000,10,St. Paul,583036,2016,2017-05-08,Q2-2017
165000,10,St. Paul,583071,2016,2016-12-19,Q4-2016
145000,10,Minneapolis,583077,2016,2017-06-02,Q2-2017
215000,10,St. Paul,583083,2016,2017-06-19,Q2-2017
377900,10,Minneapolis,583085,2016,2017-06-02,Q2-2017
119000,10,St. Paul,583087,2016,2016-11-29,Q4-2016
214000,10,St. Paul,583092,2016,2017-05-16,Q2-2017
1.00E+05,10,St. Paul,583102,2016,2016-12-19,Q4-2016
289900,10,Minneapolis,583107,2016,2017-06-02,Q2-2017
340000,10,Minneapolis,583110,2016,2017-06-02,Q2-2017
335000,10,Minneapolis,583111,2016,2017-06-02,Q2-2017
225000,10,St. Paul,583125,2016,2017-04-24,Q2-2017
339000,10,Minneapolis,583130,2016,2017-06-02,Q2-2017
270000,10,Minneapolis,583147,2016,2017-06-29,Q2-2017
201500,10,St. Paul,583169,2016,2016-11-29,Q4-2016
239900,10,Minneapolis,583200,2016,2017-06-02,Q2-2017
154000,10,Minneapolis,583221,2016,2017-06-29,Q2-2017
259000,10,Minneapolis,583284,2016,2017-06-30,Q2-2017
151000,10,St. Paul,583302,2016,2017-04-14,Q2-2017
219900,10,Minneapolis,583315,2016,2017-06-30,Q2-2017
275000,10,Minneapolis,583331,2016,2017-06-02,Q2-2017
210000,10,St. Paul,583363,2016,2017-01-13,Q1-2017
265000,10,Minneapolis,583386,2016,2017-06-30,Q2-2017
160000,10,St. Paul,583398,2016,2016-12-19,Q4-2016
265000,10,St. Paul,583411,2016,2016-11-04,Q4-2016
181000,10,St. Paul,583423,2016,2016-11-29,Q4-2016
835000,10,Minneapolis,583447,2016,2017-06-02,Q2-2017
271000,10,Minneapolis,583457,2016,2017-06-05,Q2-2017
379500,10,Minneapolis,583462,2016,2017-06-05,Q2-2017
350000,10,Minneapolis,583472,2016,2017-06-30,Q2-2017
142500,10,St. Paul,583478,2016,2017-04-26,Q2-2017
252000,10,Minneapolis,583493,2016,2017-02-28,Q1-2017
3.00E+05,10,Minneapolis,583527,2016,2017-08-18,Q3-2017
205000,10,St. Paul,583535,2016,2016-11-29,Q4-2016
133000,10,St. Paul,583565,2016,2017-04-26,Q2-2017
230000,10,Minneapolis,583576,2016,2017-08-18,Q3-2017
113000,10,St. Paul,583577,2016,2016-11-29,Q4-2016
184000,10,St. Paul,583584,2016,2017-08-16,Q3-2017
244900,10,Minneapolis,583585,2016,2017-06-05,Q2-2017
253400,10,Minneapolis,583592,2016,2017-06-05,Q2-2017
211000,10,Minneapolis,583629,2016,2017-06-22,Q2-2017
188000,10,Minneapolis,583664,2016,2017-06-05,Q2-2017
226500,10,St. Paul,583692,2016,2016-12-19,Q4-2016
160000,10,St. Paul,583698,2016,2017-02-16,Q1-2017
251000,10,Minneapolis,583703,2016,2017-10-13,Q4-2017
116800,10,St. Paul,583707,2016,2016-12-19,Q4-2016
410000,10,Minneapolis,583716,2016,2017-06-30,Q2-2017
265000,10,Minneapolis,583726,2016,2017-06-05,Q2-2017
145000,10,St. Paul,583733,2016,2016-12-28,Q4-2016
341500,10,Minneapolis,583748,2016,2017-07-13,Q3-2017
275000,10,Minneapolis,583754,2016,2017-06-06,Q2-2017
239900,10,Minneapolis,583759,2016,2017-06-30,Q2-2017
270000,10,Minneapolis,583812,2016,2017-06-06,Q2-2017
215000,10,St. Paul,583826,2016,2017-07-11,Q3-2017
83500,10,St. Paul,583833,2016,2016-11-09,Q4-2016
202000,10,St. Paul,583835,2016,2017-05-08,Q2-2017
229500,10,St. Paul,583838,2016,2016-11-21,Q4-2016
359000,10,Minneapolis,583839,2016,2017-06-22,Q2-2017
128000,10,Minneapolis,583859,2016,2017-06-22,Q2-2017
183000,10,Minneapolis,583888,2016,2017-06-30,Q2-2017
2.00E+05,10,Minneapolis,583957,2016,2017-06-30,Q2-2017
1.00E+05,10,St. Paul,583970,2016,2016-12-19,Q4-2016
236500,10,St. Paul,583986,2016,2017-06-05,Q2-2017
167000,10,St. Paul,584015,2016,2017-05-08,Q2-2017
274500,10,Minneapolis,584039,2016,2017-08-18,Q3-2017
859000,10,Minneapolis,584041,2016,2017-08-18,Q3-2017
141400,10,St. Paul,584058,2016,2017-04-14,Q2-2017
565000,10,St. Paul,584060,2016,2017-03-01,Q1-2017
345000,10,Minneapolis,584070,2016,2017-06-06,Q2-2017
485000,10,Minneapolis,584083,2016,2017-06-06,Q2-2017
310000,10,Minneapolis,584090,2016,2017-06-22,Q2-2017
253000,10,Minneapolis,584108,2016,2017-06-06,Q2-2017
135000,10,Minneapolis,584126,2016,2017-08-18,Q3-2017
111500,10,St. Paul,584136,2016,2016-12-07,Q4-2016
125000,10,Minneapolis,584162,2016,2017-06-22,Q2-2017
195000,10,Minneapolis,584163,2016,2017-06-06,Q2-2017
372500,10,St. Paul,584176,2016,2016-12-07,Q4-2016
319900,10,Minneapolis,584187,2016,2017-08-18,Q3-2017
237000,10,St. Paul,584190,2016,2016-12-14,Q4-2016
419000,10,Minneapolis,584200,2016,2017-06-06,Q2-2017
208500,10,St. Paul,584217,2016,2017-02-16,Q1-2017
325000,10,Minneapolis,584239,2016,2017-08-18,Q3-2017
192500,10,Minneapolis,584248,2016,2017-08-18,Q3-2017
239000,10,Minneapolis,584278,2016,2017-06-06,Q2-2017
190000,10,St. Paul,584295,2016,2017-05-08,Q2-2017
341000,10,Minneapolis,584328,2016,2017-08-18,Q3-2017
150000,10,St. Paul,584366,2016,2017-05-16,Q2-2017
305600,10,Minneapolis,584369,2016,2017-08-18,Q3-2017
285000,10,Minneapolis,584382,2016,2017-03-22,Q1-2017
243250,10,Minneapolis,584388,2016,2017-06-06,Q2-2017
575000,10,St. Paul,584392,2016,2017-01-09,Q1-2017
195000,10,St. Paul,584397,2016,2016-12-28,Q4-2016
276000,10,Minneapolis,584431,2016,2017-06-06,Q2-2017
186000,10,St. Paul,584444,2016,2016-12-19,Q4-2016
108000,10,St. Paul,584449,2016,2016-12-19,Q4-2016
392000,10,Minneapolis,584453,2016,2017-06-06,Q2-2017
305000,10,Minneapolis,584467,2016,2017-06-06,Q2-2017
216000,10,Minneapolis,584468,2016,2017-02-28,Q1-2017
1850000,11,Minneapolis,584478,2016,2017-06-02,Q2-2017
115500,10,St. Paul,584497,2016,2017-05-08,Q2-2017
525000,10,Minneapolis,584504,2016,2017-06-06,Q2-2017
201000,10,St. Paul,584515,2016,2016-11-29,Q4-2016
146000,10,St. Paul,584553,2016,2016-12-19,Q4-2016
463500,10,Minneapolis,584556,2016,2017-06-22,Q2-2017
164800,10,Minneapolis,584563,2016,2017-06-06,Q2-2017
180000,10,Minneapolis,584575,2016,2017-06-06,Q2-2017
137000,10,Minneapolis,584580,2016,2017-08-18,Q3-2017
301000,10,St. Paul,584594,2016,2017-01-17,Q1-2017
137499,10,St. Paul,584681,2016,2017-03-31,Q1-2017
206000,10,Minneapolis,584696,2016,2017-10-13,Q4-2017
127000,10,St. Paul,584725,2016,2016-12-19,Q4-2016
280000,10,Minneapolis,584730,2016,2017-09-18,Q3-2017
505000,10,Minneapolis,584776,2016,2017-06-06,Q2-2017
146000,10,Minneapolis,584779,2016,2017-10-19,Q4-2017
309000,10,St. Paul,584784,2016,2017-05-16,Q2-2017
340000,11,Minneapolis,584868,2016,2017-06-06,Q2-2017
510825,11,St. Paul,584874,2016,2017-04-24,Q2-2017
537500,11,Minneapolis,584893,2016,2017-06-06,Q2-2017
112900,11,St. Paul,584907,2016,2016-12-14,Q4-2016
194900,11,Minneapolis,584914,2016,2017-06-22,Q2-2017
249000,11,Minneapolis,584945,2016,2017-06-06,Q2-2017
285000,11,Minneapolis,584976,2016,2017-06-06,Q2-2017
227000,11,Minneapolis,585050,2016,2017-06-06,Q2-2017
405000,11,St. Paul,585077,2016,2016-11-29,Q4-2016
274000,10,Minneapolis,585091,2016,2017-06-06,Q2-2017
110000,11,Minneapolis,585158,2016,2017-10-13,Q4-2017
250000,11,Minneapolis,585181,2016,2017-06-06,Q2-2017
310500,11,St. Paul,585189,2016,2016-12-07,Q4-2016
345000,10,Minneapolis,585202,2016,2017-10-18,Q4-2017
266000,11,St. Paul,585238,2016,2016-12-19,Q4-2016
170000,11,Minneapolis,585242,2016,2017-06-06,Q2-2017
705000,10,Minneapolis,585256,2016,2017-08-18,Q3-2017
532500,11,St. Paul,585308,2016,2016-12-21,Q4-2016
140000,11,St. Paul,585315,2016,2017-04-14,Q2-2017
275000,11,Minneapolis,585323,2016,2017-08-18,Q3-2017
171000,11,Minneapolis,585328,2016,2017-06-06,Q2-2017
290000,11,St. Paul,585360,2016,2016-12-30,Q4-2016
157500,10,Minneapolis,585371,2016,2017-02-28,Q1-2017
290000,10,Minneapolis,585379,2016,2017-10-13,Q4-2017
152320,11,St. Paul,585432,2016,2016-12-19,Q4-2016
430000,11,Minneapolis,585477,2016,2017-08-18,Q3-2017
199000,11,Minneapolis,585479,2016,2017-06-06,Q2-2017
176000,11,St. Paul,585506,2016,2016-12-19,Q4-2016
130000,11,Minneapolis,585540,2016,2017-10-13,Q4-2017
145000,11,Minneapolis,585554,2016,2017-06-22,Q2-2017
350000,11,Minneapolis,585580,2016,2017-05-26,Q2-2017
173100,11,St. Paul,585590,2016,2016-11-21,Q4-2016
245000,11,Minneapolis,585658,2016,2017-06-06,Q2-2017
82000,11,Minneapolis,585664,2016,2017-06-06,Q2-2017
139000,11,Minneapolis,585768,2016,2017-10-19,Q4-2017
210000,11,St. Paul,585770,2016,2016-11-21,Q4-2016
82500,11,Minneapolis,585791,2016,2017-06-22,Q2-2017
128000,11,Minneapolis,585856,2016,2017-06-22,Q2-2017
249000,11,St. Paul,585880,2016,2016-11-10,Q4-2016
203000,11,Minneapolis,585898,2016,2017-06-06,Q2-2017
349900,11,Minneapolis,585930,2016,2017-06-06,Q2-2017
92500,11,Minneapolis,585936,2016,2017-06-06,Q2-2017
420000,11,St. Paul,585962,2016,2016-12-19,Q4-2016
465000,10,Minneapolis,585966,2016,2017-06-06,Q2-2017
175000,10,Minneapolis,585974,2016,2017-06-06,Q2-2017
144000,11,Minneapolis,585990,2016,2017-10-13,Q4-2017
309000,11,Minneapolis,586033,2016,2017-10-13,Q4-2017
165000,10,St. Paul,586051,2016,2017-05-25,Q2-2017
229000,11,St. Paul,586107,2016,2016-12-19,Q4-2016
309900,11,Minneapolis,586112,2016,2017-10-13,Q4-2017
118000,11,St. Paul,586142,2016,2017-03-20,Q1-2017
129900,11,St. Paul,586144,2016,2016-12-28,Q4-2016
419000,11,Minneapolis,586169,2016,2017-06-06,Q2-2017
125000,10,Minneapolis,586176,2016,2017-06-06,Q2-2017
344000,11,St. Paul,586183,2016,2016-11-29,Q4-2016
151500,10,St. Paul,586205,2016,2017-01-17,Q1-2017
250000,11,Minneapolis,586217,2016,2017-10-13,Q4-2017
227500,11,St. Paul,586224,2016,2016-11-21,Q4-2016
172500,11,St. Paul,586261,2016,2017-04-14,Q2-2017
260000,11,Minneapolis,586285,2016,2017-06-06,Q2-2017
290000,11,Minneapolis,586323,2016,2017-06-06,Q2-2017
187001,11,Minneapolis,586331,2016,2017-10-13,Q4-2017
115000,11,Minneapolis,586344,2016,2017-10-13,Q4-2017
335900,11,Minneapolis,586355,2016,2017-06-06,Q2-2017
275000,11,St. Paul,586362,2016,2016-12-07,Q4-2016
121600,11,St. Paul,586365,2016,2017-05-08,Q2-2017
193000,11,Minneapolis,586412,2016,2017-06-06,Q2-2017
1185000,11,Minneapolis,586413,2016,2017-06-06,Q2-2017
139000,11,St. Paul,586425,2016,2016-12-19,Q4-2016
205000,11,St. Paul,586438,2016,2017-05-12,Q2-2017
379000,11,St. Paul,586464,2016,2017-06-19,Q2-2017
159000,11,St. Paul,586488,2016,2017-04-05,Q2-2017
1445000,11,Minneapolis,586504,2016,2017-06-06,Q2-2017
295000,11,Minneapolis,586547,2016,2017-06-06,Q2-2017
594500,11,St. Paul,586551,2016,2016-12-19,Q4-2016
265000,11,Minneapolis,586568,2016,2017-06-06,Q2-2017
4.00E+05,11,St. Paul,586575,2016,2017-01-09,Q1-2017
442000,11,Minneapolis,586587,2016,2017-06-06,Q2-2017
880000,11,Minneapolis,586590,2016,2017-08-18,Q3-2017
2500000,11,Minneapolis,586615,2016,2017-10-13,Q4-2017
329900,11,Minneapolis,586619,2016,2017-06-27,Q2-2017
170000,11,Minneapolis,586676,2016,2017-06-06,Q2-2017
522000,11,Minneapolis,586708,2016,2017-06-06,Q2-2017
35000,10,Minneapolis,586717,2016,2017-06-06,Q2-2017
840000,10,Minneapolis,586735,2016,2017-08-18,Q3-2017
207500,11,Minneapolis,586743,2016,2017-08-18,Q3-2017
203300,11,St. Paul,586751,2016,2017-05-08,Q2-2017
2.00E+05,11,Minneapolis,586756,2016,2017-06-06,Q2-2017
152000,11,Minneapolis,586758,2016,2017-10-30,Q4-2017
224500,11,Minneapolis,586764,2016,2017-06-06,Q2-2017
168700,11,St. Paul,586766,2016,2017-04-18,Q2-2017
122713.54,10,Minneapolis,586785,2016,2017-06-27,Q2-2017
218000,11,St. Paul,586788,2016,2017-03-31,Q1-2017
438000,11,Minneapolis,586792,2016,2017-10-13,Q4-2017
250000,11,Minneapolis,586808,2016,2017-06-06,Q2-2017
184900,11,St. Paul,586836,2016,2016-11-29,Q4-2016
370000,11,Minneapolis,586855,2016,2017-06-06,Q2-2017
319500,11,St. Paul,586866,2016,2017-01-19,Q1-2017
205000,10,Minneapolis,586884,2016,2017-06-27,Q2-2017
126500,11,St. Paul,586918,2016,2017-05-08,Q2-2017
225500,11,Minneapolis,586928,2016,2017-06-06,Q2-2017
485000,10,Minneapolis,586940,2016,2017-10-13,Q4-2017
399900,10,Minneapolis,586946,2016,2017-07-06,Q3-2017
292000,11,St. Paul,586960,2016,2017-01-24,Q1-2017
229000,11,Minneapolis,586982,2016,2017-06-06,Q2-2017
208740,11,Minneapolis,586993,2016,2017-07-06,Q3-2017
389900,11,Minneapolis,587000,2016,2017-06-06,Q2-2017
353419,11,Minneapolis,587026,2016,2017-07-05,Q3-2017
250000,11,St. Paul,587032,2016,2016-12-14,Q4-2016
225000,11,St. Paul,587045,2016,2017-06-12,Q2-2017
196750,11,Minneapolis,587062,2016,2017-06-06,Q2-2017
385000,10,St. Paul,587113,2016,2016-12-07,Q4-2016
377500,11,Minneapolis,587124,2016,2017-07-05,Q3-2017
470000,11,Minneapolis,587151,2016,2017-06-06,Q2-2017
223000,11,Minneapolis,587163,2016,2017-06-06,Q2-2017
134000,11,Minneapolis,587166,2016,2017-06-06,Q2-2017
294600,11,St. Paul,587183,2016,2016-12-30,Q4-2016
254900,10,Minneapolis,587206,2016,2017-06-06,Q2-2017
631000,11,Minneapolis,587219,2016,2017-03-09,Q1-2017
212000,11,St. Paul,587234,2016,2017-05-08,Q2-2017
204082,11,St. Paul,587282,2016,2017-06-19,Q2-2017
5.00E+05,11,St. Paul,587298,2016,2017-07-11,Q3-2017
206158,11,Minneapolis,587313,2016,2017-10-19,Q4-2017
340000,11,Minneapolis,587359,2016,2017-06-06,Q2-2017
614000,11,Minneapolis,587451,2016,2017-06-06,Q2-2017
670000,10,Minneapolis,587489,2016,2017-05-26,Q2-2017
237000,11,Minneapolis,587507,2016,2017-06-06,Q2-2017
490000,11,St. Paul,587540,2016,2016-12-09,Q4-2016
80000,11,St. Paul,587587,2016,2016-12-19,Q4-2016
265000,11,Minneapolis,587633,2016,2017-07-19,Q3-2017
3200000,11,Minneapolis,587635,2016,2017-06-07,Q2-2017
173500,11,Minneapolis,587730,2016,2017-06-06,Q2-2017
122000,11,St. Paul,587747,2016,2017-04-14,Q2-2017
565000,11,Minneapolis,587767,2016,2017-07-19,Q3-2017
195000,11,St. Paul,587783,2016,2017-01-19,Q1-2017
175000,11,Minneapolis,587786,2016,2016-12-22,Q4-2016
316000,11,Minneapolis,587795,2016,2017-06-06,Q2-2017
370000,11,Minneapolis,587806,2016,2017-06-06,Q2-2017
450000,11,St. Paul,587827,2016,2017-03-01,Q1-2017
145000,11,Minneapolis,587831,2016,2017-06-06,Q2-2017
190000,11,Minneapolis,587859,2016,2017-05-26,Q2-2017
387500,11,Minneapolis,587861,2016,2017-06-27,Q2-2017
472000,11,St. Paul,587879,2016,2016-12-07,Q4-2016
30000,11,Minneapolis,587889,2016,2017-06-27,Q2-2017
105000,11,Minneapolis,587897,2016,2017-06-27,Q2-2017
126000,11,Minneapolis,587903,2016,2017-06-06,Q2-2017
247100,11,Minneapolis,587908,2016,2017-06-06,Q2-2017
385000,11,Minneapolis,587916,2016,2017-06-27,Q2-2017
185900,11,St. Paul,587931,2016,2017-03-31,Q1-2017
207800,11,Minneapolis,587987,2016,2017-10-13,Q4-2017
148000,11,Minneapolis,587994,2016,2017-07-19,Q3-2017
190000,11,Minneapolis,588011,2016,2017-06-06,Q2-2017
240000,11,St. Paul,588017,2016,2016-11-21,Q4-2016
730000,11,Minneapolis,588019,2016,2017-06-27,Q2-2017
175000,11,Minneapolis,588044,2016,2017-07-19,Q3-2017
149500,11,St. Paul,588080,2016,2017-05-08,Q2-2017
374250,11,Minneapolis,588161,2016,2017-06-06,Q2-2017
350000,11,Minneapolis,588215,2016,2017-06-06,Q2-2017
222000,11,Minneapolis,588222,2016,2017-06-06,Q2-2017
475000,11,St. Paul,588231,2016,2017-03-09,Q1-2017
168900,11,Minneapolis,588238,2016,2017-06-06,Q2-2017
146000,11,St. Paul,588246,2016,2017-07-11,Q3-2017
406000,11,Minneapolis,588251,2016,2017-06-06,Q2-2017
425000,11,Minneapolis,588253,2016,2017-07-19,Q3-2017
319900,11,Minneapolis,588256,2016,2017-06-06,Q2-2017
397471,11,Minneapolis,588263,2016,2017-07-19,Q3-2017
231750,11,Minneapolis,588265,2016,2017-06-06,Q2-2017
225000,11,Minneapolis,588270,2016,2017-06-06,Q2-2017
334900,11,Minneapolis,588273,2016,2017-06-07,Q2-2017
403000,11,St. Paul,588280,2016,2016-12-07,Q4-2016
174400,11,Minneapolis,588281,2016,2017-06-07,Q2-2017
145000,11,St. Paul,588327,2016,2017-04-24,Q2-2017
237000,11,Minneapolis,588331,2016,2017-06-07,Q2-2017
7.00E+05,11,Minneapolis,588335,2016,2017-07-19,Q3-2017
138500,11,Minneapolis,588344,2016,2017-07-19,Q3-2017
2.00E+05,11,St. Paul,588349,2016,2016-12-07,Q4-2016
249900,11,Minneapolis,588360,2016,2017-07-19,Q3-2017
131000,11,Minneapolis,588371,2016,2017-06-27,Q2-2017
359900,11,Minneapolis,588387,2016,2017-06-07,Q2-2017
138900,11,St. Paul,588395,2016,2017-05-08,Q2-2017
130000,11,St. Paul,588473,2016,2017-04-14,Q2-2017
159900,11,Minneapolis,588525,2016,2017-06-07,Q2-2017
189900,11,Minneapolis,588533,2016,2017-07-19,Q3-2017
325000,11,Minneapolis,588535,2016,2017-07-19,Q3-2017
